Datetime (UTC),Temperature (deg C),Pressure (hPa)
20240212_052000,27.74,1007.51
20240212_052003,27.84,1009.08
20240212_052006,27.70,1010.38
20240212_052009,27.58,1010.17
20240212_052012,27.75,995.69
20240212_052015,27.85,1014.41
20240212_052018,27.79,1007.94
20240212_052021,27.92,1011.23
20240212_052024,27.71,999.67
20240212_052027,27.78,1020.97
20240212_052030,27.77,1005.84
20240212_052033,27.82,996.95
20240212_052036,27.84,1003.16
20240212_052039,27.70,1009.54
20240212_052042,27.70,1010.09
20240212_052045,27.75,1017.44
20240212_052048,27.76,1004.83
20240212_052051,27.67,1008.00
20240212_052054,27.70,1001.83
20240212_052057,27.88,1019.34
20240212_052100,27.85,1006.66
20240212_052103,27.81,1004.19
20240212_052106,27.71,1004.67
20240212_052109,27.97,1012.99
20240212_052112,27.48,1006.26
20240212_052115,27.93,1001.14
20240212_052118,27.79,1011.02
20240212_052121,27.83,1010.91
20240212_052124,27.66,1010.52
20240212_052127,27.80,1005.70
20240212_052130,27.64,1010.20
20240212_052133,27.75,1004.99
20240212_052136,27.86,1005.14
20240212_052139,27.96,1012.00
20240212_052142,27.79,1001.24
20240212_052145,27.80,1015.73
20240212_052148,27.83,1010.28
20240212_052151,27.74,1007.29
20240212_052154,27.89,1008.49
20240212_052157,27.70,1001.39
20240212_052200,27.74,1009.06
20240212_052203,27.89,1012.31
20240212_052206,27.72,1005.61
20240212_052209,27.75,1005.36
20240212_052212,27.66,1009.16
20240212_052215,27.70,1005.39
20240212_052218,27.76,1011.70
20240212_052221,27.85,1015.27
20240212_052224,27.71,1015.81
20240212_052227,27.72,1005.17
20240212_052230,27.73,1003.38
20240212_052233,27.78,1014.29
20240212_052236,27.67,998.81
20240212_052239,27.70,1011.92
20240212_052242,27.78,1002.24
20240212_052245,27.85,1011.89
20240212_052248,27.88,1015.32
20240212_052251,27.80,1004.93
20240212_052254,27.66,998.60
20240212_052257,27.56,1000.39
20240212_052301,27.78,1000.08
20240212_052304,27.58,1009.03
20240212_052307,27.84,1008.18
20240212_052310,27.83,1008.85
20240212_052313,28.00,1001.68
20240212_052316,27.96,1010.45
20240212_052319,27.83,1007.18
20240212_052322,27.75,1005.88
20240212_052325,27.68,1017.20
20240212_052328,27.81,1015.65
20240212_052331,27.79,1010.90
20240212_052334,27.77,1011.04
20240212_052337,27.99,1010.57
20240212_052340,27.63,999.31
20240212_052343,27.79,1009.88
20240212_052346,27.84,1003.78
20240212_052349,27.88,1013.21
20240212_052352,27.74,1005.98
20240212_052355,27.79,1011.39
20240212_052358,27.92,1014.92
20240212_052401,27.85,1003.25
20240212_052404,27.90,1003.87
20240212_052407,27.84,1006.60
20240212_052410,27.89,1010.28
20240212_052413,27.86,1005.65
20240212_052416,27.75,1005.35
20240212_052419,27.86,1014.58
20240212_052422,27.77,1005.14
20240212_052425,27.71,1004.44
20240212_052428,27.84,1000.47
20240212_052431,27.87,1008.16
20240212_052434,27.97,1006.57
20240212_052437,27.82,1007.43
20240212_052440,27.81,1010.20
20240212_052443,27.75,1008.27
20240212_052446,27.75,1007.84
20240212_052449,27.80,1012.38
20240212_052452,27.87,1010.87
20240212_052455,27.73,1017.49
20240212_052458,27.70,1008.79
20240212_052501,27.84,1003.78
20240212_052504,27.68,998.53
20240212_052507,27.90,1008.41
20240212_052510,27.92,1012.35
20240212_052513,27.82,1004.26
20240212_052516,27.68,1008.87
20240212_052519,27.80,1005.79
20240212_052522,27.95,1008.07
20240212_052525,27.85,1011.49
20240212_052528,27.79,1004.80
20240212_052531,27.91,1010.91
20240212_052534,27.78,1005.89
20240212_052537,27.93,1007.65
20240212_052540,27.88,1006.66
20240212_052543,27.75,1017.64
20240212_052546,27.79,1003.76
20240212_052549,27.78,1002.65
20240212_052552,27.81,1009.75
20240212_052555,27.88,1002.03
20240212_052558,27.76,1008.75
20240212_052601,27.91,1012.80
20240212_052604,28.08,1003.82
20240212_052607,27.75,1003.38
20240212_052610,27.90,1014.25
20240212_052613,27.92,1010.83
20240212_052616,27.67,1016.63
20240212_052619,27.72,1003.62
20240212_052622,27.94,1013.37
20240212_052625,27.79,1005.36
20240212_052628,27.84,1006.72
20240212_052631,27.80,1005.64
20240212_052634,27.93,1014.18
20240212_052637,28.01,1011.31
20240212_052640,27.91,1014.33
20240212_052643,27.80,1011.29
20240212_052646,27.76,996.26
20240212_052649,27.92,1007.74
20240212_052652,27.79,1007.87
20240212_052655,27.73,1001.88
20240212_052658,27.85,1008.78
20240212_052701,27.86,1004.27
20240212_052704,27.94,1007.60
20240212_052707,27.85,1009.51
20240212_052710,27.74,1014.78
20240212_052713,27.89,999.06
20240212_052716,27.76,1011.49
20240212_052719,27.81,1008.55
20240212_052722,27.75,1004.79
20240212_052725,27.99,997.80
20240212_052728,27.92,1007.10
20240212_052731,28.04,1001.41
20240212_052734,27.74,1012.75
20240212_052737,27.98,999.44
20240212_052740,27.83,1010.65
20240212_052743,27.83,1001.80
20240212_052746,27.85,1011.11
20240212_052749,27.81,1011.50
20240212_052752,27.95,1001.27
20240212_052755,27.99,1015.04
20240212_052758,27.71,1009.38
20240212_052801,27.97,1008.97
20240212_052804,27.72,1003.01
20240212_052807,27.96,990.94
20240212_052810,27.77,1006.54
20240212_052813,27.91,1007.99
20240212_052816,27.79,1008.29
20240212_052819,27.86,1016.48
20240212_052822,27.75,1008.50
20240212_052825,27.90,1000.75
20240212_052828,27.93,1012.37
20240212_052831,27.77,996.25
20240212_052834,27.94,1006.00
20240212_052837,27.89,1006.56
20240212_052840,27.90,1011.95
20240212_052843,27.91,1000.57
20240212_052846,27.95,1004.43
20240212_052849,27.80,1012.79
20240212_052852,27.89,1002.13
20240212_052855,27.93,1017.69
20240212_052858,27.98,1009.35
20240212_052901,27.80,1011.54
20240212_052904,27.93,1009.66
20240212_052907,28.05,1008.38
20240212_052910,27.98,1006.46
20240212_052913,27.92,1009.76
20240212_052916,27.84,1016.53
20240212_052919,27.75,1009.29
20240212_052922,27.86,1006.21
20240212_052925,27.81,1000.66
20240212_052928,27.81,1003.14
20240212_052931,27.87,1006.36
20240212_052934,27.90,1007.72
20240212_052937,27.93,1018.33
20240212_052940,27.79,1008.68
20240212_052943,27.83,1002.26
20240212_052946,27.81,1005.66
20240212_052949,27.96,1010.98
20240212_052952,27.88,1003.77
20240212_052955,27.84,1003.39
20240212_052958,27.79,1002.24
20240212_053001,27.87,1011.20
20240212_053004,28.01,1009.25
20240212_053007,27.86,1021.17
20240212_053010,27.86,1004.83
20240212_053013,27.77,1017.23
20240212_053016,27.74,1008.54
20240212_053019,27.99,1009.82
20240212_053022,27.96,1020.41
20240212_053025,27.87,1006.10
20240212_053028,28.01,1018.08
20240212_053031,27.87,1007.30
20240212_053034,27.75,1004.65
20240212_053037,27.78,1017.53
20240212_053040,27.84,1001.73
20240212_053043,27.85,1005.60
20240212_053046,27.96,1018.67
20240212_053049,27.93,1010.85
20240212_053052,27.89,1009.26
20240212_053055,27.82,1007.59
20240212_053058,27.87,1010.94
20240212_053101,27.95,998.21
20240212_053104,27.87,1003.60
20240212_053107,27.76,1007.16
20240212_053110,27.79,1013.44
20240212_053113,27.94,999.68
20240212_053116,27.82,1005.15
20240212_053119,27.67,1010.83
20240212_053122,27.80,1007.11
20240212_053125,27.85,1011.93
20240212_053128,27.80,1005.82
20240212_053131,27.85,1005.15
20240212_053134,27.96,1007.28
20240212_053137,27.90,1013.00
20240212_053140,27.81,1012.39
20240212_053143,28.03,1006.87
20240212_053146,27.82,1001.59
20240212_053149,27.90,1003.82
20240212_053152,27.77,1009.27
20240212_053155,27.80,1006.25
20240212_053158,28.18,1010.46
20240212_053201,27.89,1009.71
20240212_053204,27.85,1004.88
20240212_053207,27.83,1004.14
20240212_053210,27.95,1006.78
20240212_053213,27.88,1003.45
20240212_053216,27.82,1011.90
20240212_053219,27.89,1008.42
20240212_053222,27.86,1013.23
20240212_053225,27.86,1011.15
20240212_053228,27.85,1003.09
20240212_053231,27.96,1000.19
20240212_053234,28.04,1009.88
20240212_053237,27.94,1012.48
20240212_053240,27.99,995.32
20240212_053243,27.70,1005.85
20240212_053246,27.87,1015.00
20240212_053249,27.81,1007.77
20240212_053252,27.88,1016.53
20240212_053255,27.88,1011.00
20240212_053258,27.86,1013.80
20240212_053301,27.82,1016.49
20240212_053304,27.94,1007.86
20240212_053307,27.86,1012.67
20240212_053310,27.98,1009.41
20240212_053313,28.01,1009.43
20240212_053316,27.88,1009.73
20240212_053319,27.76,1010.11
20240212_053322,27.94,992.23
20240212_053325,27.89,1010.00
20240212_053328,28.07,1015.02
20240212_053331,27.78,998.79
20240212_053334,27.94,1002.46
20240212_053337,28.00,1008.90
20240212_053340,27.73,1003.28
20240212_053343,27.89,1002.50
20240212_053346,27.85,1010.35
20240212_053349,27.92,1012.78
20240212_053352,27.93,1003.66
20240212_053355,27.88,1006.94
20240212_053358,27.91,1006.29
20240212_053401,28.05,998.87
20240212_053404,27.83,1003.74
20240212_053407,27.86,1007.27
20240212_053410,27.81,1022.76
20240212_053413,27.89,1015.94
20240212_053416,27.72,1009.30
20240212_053419,27.95,1006.68
20240212_053422,27.83,1011.64
20240212_053425,27.86,995.92
20240212_053428,28.06,1010.42
20240212_053431,27.62,1008.93
20240212_053434,27.82,1006.20
20240212_053437,27.95,1009.20
20240212_053440,27.85,1013.13
20240212_053443,27.80,1021.88
20240212_053446,27.90,1018.50
20240212_053449,27.85,1015.80
20240212_053452,27.87,1012.86
20240212_053455,27.89,1008.16
20240212_053458,27.87,1006.33
20240212_053501,27.76,1004.20
20240212_053504,27.91,1011.14
20240212_053507,27.91,1012.77
20240212_053510,28.02,1013.78
20240212_053513,27.94,1010.50
20240212_053516,27.88,1012.59
20240212_053519,27.76,1008.74
20240212_053522,27.95,1004.03
20240212_053525,27.78,1005.51
20240212_053528,27.90,1007.05
20240212_053531,27.83,1012.95
20240212_053534,27.98,1006.03
20240212_053537,28.14,1004.32
20240212_053540,27.99,1008.33
20240212_053543,28.06,1006.25
20240212_053546,27.95,1002.79
20240212_053549,27.84,1017.13
20240212_053552,27.95,1009.69
20240212_053555,27.94,1006.13
20240212_053558,27.96,997.18
20240212_053601,27.80,1003.43
20240212_053604,27.89,1007.90
20240212_053607,27.87,1004.74
20240212_053610,27.85,1013.30
20240212_053613,27.74,1014.74
20240212_053616,27.96,1007.39
20240212_053619,27.94,1013.55
20240212_053622,27.89,1013.15
20240212_053625,27.86,1008.23
20240212_053628,27.75,1007.90
20240212_053631,27.93,1011.48
20240212_053634,27.96,998.63
20240212_053637,27.92,1010.04
20240212_053640,28.02,1006.56
20240212_053643,27.90,1010.41
20240212_053646,27.84,1000.01
20240212_053649,27.90,1007.65
20240212_053652,27.99,1009.18
20240212_053655,28.07,1006.08
20240212_053658,27.95,1007.62
20240212_053701,27.81,1012.00
20240212_053704,27.86,1002.74
20240212_053707,27.90,1003.42
20240212_053710,27.92,1007.44
20240212_053714,27.97,1008.89
20240212_053717,27.90,1010.90
20240212_053720,27.95,1006.53
20240212_053723,27.96,1012.72
20240212_053726,28.10,1017.78
20240212_053729,27.66,1000.97
20240212_053732,28.00,1011.40
20240212_053735,27.79,1010.76
20240212_053738,27.90,1000.61
20240212_053741,27.84,1014.78
20240212_053744,27.95,998.85
20240212_053747,28.01,1007.16
20240212_053750,27.81,1006.30
20240212_053753,27.98,1003.21
20240212_053756,27.87,1008.46
20240212_053759,27.86,1013.68
20240212_053802,28.11,1011.65
20240212_053805,27.97,1009.99
20240212_053808,28.03,1010.68
20240212_053811,27.92,1011.34
20240212_053814,27.74,1008.18
20240212_053817,27.85,1007.53
20240212_053820,27.89,1009.68
20240212_053823,27.96,1005.46
20240212_053826,27.87,1007.62
20240212_053829,28.00,1010.62
20240212_053832,27.94,1004.58
20240212_053835,27.90,1007.00
20240212_053838,27.94,1007.01
20240212_053841,27.90,1008.68
20240212_053844,27.95,1006.93
20240212_053847,27.85,1004.97
20240212_053850,27.95,1005.57
20240212_053853,28.00,1018.34
20240212_053856,27.74,999.03
20240212_053859,27.98,1011.22
20240212_053902,27.96,1010.74
20240212_053905,27.96,1001.87
20240212_053908,27.83,1000.08
20240212_053911,27.86,1012.09
20240212_053914,27.95,1010.12
20240212_053917,27.87,1002.93
20240212_053920,27.72,1004.16
20240212_053923,28.04,1004.92
20240212_053926,28.01,1000.70
20240212_053929,27.92,1003.57
20240212_053932,27.86,1011.22
20240212_053935,27.78,1017.26
20240212_053938,27.75,1011.66
20240212_053941,27.79,1005.76
20240212_053944,27.82,1005.40
20240212_053947,28.03,1005.23
20240212_053950,27.94,1003.39
20240212_053953,27.86,1011.28
20240212_053956,27.97,995.42
20240212_053959,28.04,1003.51
20240212_054002,28.06,1006.50
20240212_054005,27.85,1011.33
20240212_054008,27.91,1006.84
20240212_054011,27.96,1005.77
20240212_054014,28.08,1004.91
20240212_054017,28.01,1011.81
20240212_054020,27.97,998.46
20240212_054023,27.79,1010.63
20240212_054026,28.04,1009.00
20240212_054029,27.93,1010.95
20240212_054032,27.92,1019.43
20240212_054035,27.93,1019.46
20240212_054038,28.08,995.16
20240212_054041,27.84,1005.84
20240212_054044,28.07,1009.30
20240212_054047,28.02,1017.73
20240212_054050,28.00,997.97
20240212_054053,28.04,1012.94
20240212_054056,27.87,1002.68
20240212_054059,27.97,1002.52
20240212_054102,27.92,1009.88
20240212_054105,27.83,1005.90
20240212_054108,27.94,1013.39
20240212_054111,27.88,998.37
20240212_054114,27.83,1010.28
20240212_054117,27.82,1002.41
20240212_054120,27.98,1007.55
20240212_054123,28.12,1012.15
20240212_054126,27.79,1001.12
20240212_054129,28.08,1009.66
20240212_054132,27.85,1007.59
20240212_054135,27.97,1018.58
20240212_054138,28.00,1018.35
20240212_054141,28.01,1015.98
20240212_054144,28.05,1002.84
20240212_054147,27.77,1007.83
20240212_054150,27.91,1011.69
20240212_054153,28.00,1017.16
20240212_054156,27.82,1007.24
20240212_054159,28.04,1007.22
20240212_054202,27.91,1000.77
20240212_054205,28.06,1013.98
20240212_054208,27.94,1005.56
20240212_054211,27.70,1003.68
20240212_054214,27.91,1010.44
20240212_054217,28.15,1010.34
20240212_054220,28.07,1008.60
20240212_054223,27.71,998.55
20240212_054226,27.83,1009.70
20240212_054229,27.92,1002.87
20240212_054232,27.99,1013.26
20240212_054235,27.94,1012.72
20240212_054238,27.91,1001.89
20240212_054241,27.89,1005.07
20240212_054244,28.05,1009.79
20240212_054247,28.07,1021.49
20240212_054250,27.77,1001.09
20240212_054253,27.89,1015.61
20240212_054256,28.03,997.68
20240212_054259,27.97,1012.75
20240212_054302,28.02,1007.84
20240212_054305,27.92,999.22
20240212_054308,27.78,1008.28
20240212_054311,27.96,1005.93
20240212_054314,27.95,1001.90
20240212_054317,27.92,1002.71
20240212_054320,27.92,998.83
20240212_054323,27.96,1004.33
20240212_054326,27.85,1003.67
20240212_054329,27.97,1001.19
20240212_054332,27.98,1015.71
20240212_054335,27.97,1018.18
20240212_054338,27.89,1013.09
20240212_054341,27.79,1003.36
20240212_054344,27.85,1016.19
20240212_054347,27.78,1004.47
20240212_054350,27.91,1008.08
20240212_054353,27.91,1020.47
20240212_054356,27.87,1009.85
20240212_054359,27.84,1007.18
20240212_054402,28.11,1012.00
20240212_054405,27.98,1016.79
20240212_054408,27.82,1015.09
20240212_054411,27.84,1003.03
20240212_054414,27.97,1008.23
20240212_054417,28.01,1006.53
20240212_054420,27.94,1014.15
20240212_054423,28.10,1001.07
20240212_054426,27.84,1002.16
20240212_054429,27.90,1004.49
20240212_054432,27.98,1000.65
20240212_054435,27.82,1013.83
20240212_054438,27.93,1009.01
20240212_054441,27.85,1005.61
20240212_054444,28.02,1019.63
20240212_054447,28.04,1005.00
20240212_054450,27.96,1005.90
20240212_054453,28.00,1009.91
20240212_054456,27.84,1021.35
20240212_054459,27.96,1006.12
20240212_054502,28.18,1006.93
20240212_054505,27.97,1009.20
20240212_054508,27.88,1007.99
20240212_054511,27.77,1002.24
20240212_054514,27.89,1004.13
20240212_054517,27.74,1019.27
20240212_054520,28.01,1008.25
20240212_054523,27.88,1009.97
20240212_054526,28.10,1007.45
20240212_054529,27.95,1011.71
20240212_054532,28.00,1003.48
20240212_054535,27.95,1004.06
20240212_054538,27.86,1005.22
20240212_054541,28.04,1000.69
20240212_054544,27.89,1020.15
20240212_054547,27.92,1002.19
20240212_054550,27.83,1004.34
20240212_054553,28.12,1001.02
20240212_054556,27.99,1004.41
20240212_054559,27.93,1014.67
20240212_054602,28.06,1005.84
20240212_054605,27.93,1002.81
20240212_054608,28.05,1009.97
20240212_054611,28.08,1009.96
20240212_054614,27.84,1001.40
20240212_054617,27.84,1005.11
20240212_054620,27.98,1003.82
20240212_054623,28.02,1012.03
20240212_054626,27.93,1013.09
20240212_054629,28.06,1010.62
20240212_054632,28.22,1011.82
20240212_054635,27.98,1007.75
20240212_054638,27.96,1000.69
20240212_054641,27.97,1009.08
20240212_054644,27.82,1008.80
20240212_054647,28.06,1006.62
20240212_054650,28.14,1017.77
20240212_054653,27.84,997.05
20240212_054656,27.81,1008.09
20240212_054659,27.85,1006.31
20240212_054702,27.91,1008.04
20240212_054705,27.82,1006.13
20240212_054708,28.10,1020.70
20240212_054711,27.96,1012.57
20240212_054714,28.24,1015.19
20240212_054717,28.07,1006.40
20240212_054720,27.96,1011.88
20240212_054723,28.02,1009.98
20240212_054726,27.93,1010.31
20240212_054729,28.12,1005.21
20240212_054732,28.04,1010.40
20240212_054735,28.00,1014.52
20240212_054738,28.03,1012.31
20240212_054741,27.90,1007.40
20240212_054744,27.95,1012.33
20240212_054747,27.92,1008.96
20240212_054750,28.00,1012.14
20240212_054753,27.90,1003.43
20240212_054756,27.91,1011.43
20240212_054759,28.05,1003.02
20240212_054802,27.92,1012.54
20240212_054805,27.95,1003.57
20240212_054808,28.02,1011.35
20240212_054811,27.97,1004.33
20240212_054814,28.00,1010.23
20240212_054817,28.05,1000.64
20240212_054820,27.80,1004.77
20240212_054823,27.92,999.51
20240212_054826,27.90,1007.18
20240212_054829,27.86,995.97
20240212_054832,27.86,1011.30
20240212_054835,28.13,1005.87
20240212_054838,27.95,1012.79
20240212_054841,27.94,1004.87
20240212_054844,28.03,1004.87
20240212_054847,28.11,1013.66
20240212_054850,27.96,1007.22
20240212_054853,27.95,1005.98
20240212_054856,27.93,1008.68
20240212_054859,27.91,1015.85
20240212_054902,28.02,1003.10
20240212_054905,27.90,1003.67
20240212_054908,28.03,1004.73
20240212_054911,27.75,1011.81
20240212_054914,27.94,1005.65
20240212_054917,27.85,1009.84
20240212_054920,28.03,1000.21
20240212_054923,28.06,1006.47
20240212_054926,28.02,1001.36
20240212_054929,28.08,1009.60
20240212_054932,27.89,1017.60
20240212_054935,28.11,1007.79
20240212_054938,28.03,1004.03
20240212_054941,28.02,1011.56
20240212_054944,28.11,1003.65
20240212_054947,27.92,1011.86
20240212_054950,27.96,1000.57
20240212_054953,27.84,995.96
20240212_054956,27.92,996.00
20240212_054959,28.07,1007.28
20240212_055002,27.97,1016.37
20240212_055005,27.92,1013.08
20240212_055008,27.94,1009.06
20240212_055011,27.89,1008.14
20240212_055014,28.12,1011.97
20240212_055017,27.96,1008.34
20240212_055020,27.93,1004.20
20240212_055023,28.02,1003.70
20240212_055027,28.02,1006.42
20240212_055030,27.98,1013.42
20240212_055033,27.98,1002.34
20240212_055036,27.97,1009.73
20240212_055039,28.03,1005.74
20240212_055042,28.03,1009.35
20240212_055045,27.92,993.48
20240212_055048,27.89,1005.35
20240212_055051,27.93,1002.13
20240212_055054,27.97,1008.97
20240212_055057,27.89,1001.90
20240212_055100,28.03,999.57
20240212_055103,27.96,1009.02
20240212_055106,27.95,1008.44
20240212_055109,27.96,1002.95
20240212_055112,28.14,1015.59
20240212_055115,28.02,1003.98
20240212_055118,27.74,1012.54
20240212_055121,27.89,992.91
20240212_055124,27.96,1019.05
